marca_monitorada,marca_colidente,classe_marca_monitorada,classe_marca_colidente,score,y,pred
PBENERGIASOLAR,auroravolt energia solar,37,37,0.5973524,0,1
ACAÍ DO TIO REI,AÇAIZIM,30,31,0.5958728,0,1
VIMAQ,VIMAX,35,40,0.59580344,0,1
NUMA creative design,NUMAR,35,43,0.59537077,0,1
TRESSÊ,TRESSENCE,35,35,0.5938702,0,1
A ASA DIGITAL INTERNET,Digital Dicas,38,41,0.59333724,0,1
HIPER BR,HIPERBET,1,35,0.5930331,0,1
açaí Vitaly Pura energia,GEVITALY,30,35,0.59260124,0,1
LUNNA,LUNNAÈ,35,14,0.59256095,0,1
IGREJA EVANGÉLICA ASSEMBLÉIA DE DEUS MINISTÉRIO NOVA ALIANÇA,IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS NAÇÃO DA CRUZ,45,45,0.5924983,0,1
Becker Advogados,BRANT ADVOGADOS,45,45,0.59234977,0,1
Scanauto,Scana,35,42,0.5915252,0,1
easybee,EASYBRAS,35,35,0.59137964,0,1
FEIRA DO EMPREENDEDOR DE SOORETAMA,Rota do Empreendedor,41,35,0.59119356,0,1
QUEIROZ PARTICIPAÇÕES,QUEIROZ,35,17,0.59071976,0,1
SALÃO e CONGRESSO BRASILEIRO da CACHAÇA,BRANCACHAÇA,41,41,0.59030837,0,1
CENTRAL MECÂNICA,CENTRA,37,42,0.58869785,0,1
PURÍSSIMA,FLORÍSSIMA,30,35,0.5883732,0,1
CANAL 10,CANAL 10,41,35,0.5881716,0,1
ALPHA MOTORS,ALPHAMOLD,35,21,0.58771473,0,1
Influencer ON,INFLUENCER STORE,41,41,0.5875994,0,1
POWER FIX,Power Pilot,3,35,0.5857709,0,1
LAG ATACADÃO,ATACADÃO DO VALE,30,35,0.58516264,0,1
api.saúde,AFIP,42,35,0.5843241,0,1
INSTITUTO REVER SETE QUEDAS,INSTITUTO MS,41,41,0.58375204,0,1
PIZZARIA CARPATHIA,GUIA Pizzaria,43,35,0.583535,0,1
PASTEL DA INÊS,Pastel da Mi,43,39,0.5831371,0,1
Fortaleza Serralheria e Vidraçaria,PORTALE,35,43,0.5826105,0,1
ZAPET,SAFETY ONE,42,35,0.58178794,0,1
ALUMÍNIO ALIANÇA,ALUMÍNIO ESTRELA,35,6,0.58167756,0,1
NOSSO NORDESTE,LINK NORDESTE,38,42,0.578695,0,1
Zelda,SELF DRINK,29,35,0.57863617,0,1
BISCOITOS VÔ PEDRO LAMPIÃO,Biscoititos,30,30,0.57838327,0,1
EASYBEE,EASYBRAS,35,35,0.5783622,0,1
INSTITUTO REVER SETE QUEDAS,Instituto Go,41,41,0.57578063,0,1
ÍNTEGRA ENGENHARIA E SEGURANÇA,INTTEGRA +,42,9,0.5753541,0,1
GRANORTE TUBOS,GRUPO PEDRA NORTE,35,8,0.5750906,0,1
CANAL DEZ,Canal Dark,0,38,0.57435805,0,1
NEO AGROAMBIENTAL,NEOON,42,36,0.57413983,0,1
CASA D INTERIORES,CASA.CA,35,35,0.5733392,0,1
PRATINHA,PRAINHA,0,41,0.5729481,0,1
NN NORDESTE NOTICIAS,CITS NORDESTE,38,41,0.57293737,0,1
DIVINO AGROARTE,Divino Ponto,41,35,0.5709804,0,1
START COMUNICAÇÃO INTEGRADA,STAR 3,35,28,0.5697893,0,1
PORTAL DOS REIS RECEPÇÕES EVENTOS,PORTALE,41,43,0.56976557,0,1
AGÊNCIA ART,Agência Work,35,41,0.569734,0,1
IHEALTH,GoHealth,42,35,0.56909245,0,1
ATHENAS 3000,ATHENAS SPORTS,35,35,0.5688164,0,1
EASYBEE,Easybeer,35,7,0.5682274,0,1
Digital Jurídico,digitale,45,35,0.5678711,0,1
DEEP COLLECTION,COLLECTION DES CHEFS,35,33,0.56776726,0,1
Agência VET,Agência Who,35,41,0.5677408,0,1
CONTABEM,CONTAON,41,35,0.56705475,0,1
CONTÁBIL TURMALINA,Contio Contabilidade,35,35,0.5650025,0,1
SEO BAR BOTECO E BOTEQUIM,SÊO TONICO BAR,43,43,0.5646154,0,1
JH CAMINHÕES,J F,12,35,0.5644788,0,1
MINISTÉRIO SEMELHANTE,MINISTÉRIO NERIAH,41,45,0.5633125,0,1
PROMAC,PROMAG,35,40,0.56330657,0,1
Tô Fit alimentos saudáveis,TO.FISH,35,43,0.5622278,0,1
BOUTIQUE PET LUCKY JR,Boutique de Luz,35,14,0.56213593,0,1
FARMÁCIAS PRIME,PRIME,35,35,0.5609044,0,1
CONTABEM,Contabipro,35,42,0.5604677,0,1
CB CASA BACHÁ,BAC,35,6,0.5604079,0,1
CENTRAL DOS CARTUCHOS INFO,Centralcart,35,42,0.558857,0,1
PRATINHA,Pratinho no ponto,0,43,0.5588481,0,1
Bella NOBRE DOCES,BellaDur,35,8,0.55842316,0,1
COMOL CONSULTORIA M.L.,Comot,42,43,0.55757105,0,1
BRASILGAS,BRASIO,0,41,0.55723476,0,1
BRASILGAS,BrasilNFT,0,41,0.55711275,0,1
BE LIGHT INFRARED SAUNAS,Light Blue,37,40,0.55634993,0,1
EDUARDO CONFECÇÕES,Eduardo MC,24,42,0.5562589,0,1
Manacá Tecnologias Sociais,Mana,42,41,0.55518657,0,1
Instituto Apollo,Instituto Apoio,41,45,0.55504423,0,1
B BARÃO IBITURUNA,B BAR,36,35,0.55469686,0,1
CENTRAL MECÂNICA,CENTRAL DA COP,37,42,0.55390215,0,1
PURE NUTRE,ENUTRE,43,41,0.55374455,0,1
Academia de Astrologia,APEX ACADEMIA,41,41,0.55311775,0,1
NN NORDESTE NOTICIAS,CITS NORDESTE,41,42,0.5514021,0,1
PERSONALE PLANTAS,Personare,42,38,0.55070794,0,1
S HORSE,Horse Circles,3,35,0.5502806,0,1
Quintal Cozinha Pra Torar,QUINTAL DO ZICO,39,43,0.5491796,0,1
Reduto,REDUTOSS,42,5,0.5481205,0,1
Aluris IA,ALURY,42,10,0.5478764,0,1
RADIANTE CENTRO EDUCACIONAL RCE AZ 2003,RAD-IA,41,42,0.54679006,0,1
VAMO,VamoLar,36,21,0.54657817,0,1
BRASILGAS,Brasiliê,0,4,0.5465009,0,1
SER SAÚDE,Sr. Saúde,38,9,0.5458468,0,1
EDITORA DOXA,EDITORA D+,35,9,0.5453416,0,1
NATURAL WAX,NATURALS RUN,1,35,0.5449917,0,1
STAMINA DIGITAL,digitale,35,35,0.54373556,0,1
RÉNOVÉ,Renova Be,3,35,0.5436708,0,1
BRASILGÁS,BRASIL GOLD,0,35,0.543323,0,1
BRASILGÁS,BRASIL GOLD,0,35,0.543323,0,1
BRASILGAS,BRASIL BET,0,41,0.5424698,0,1
WM INVESTIMENTOS,CBB Investimentos,36,36,0.5423245,0,1
ODONTO SCAN FRANQUIAS,Scana,44,42,0.5419471,0,1
TROPIGÁS,TROPIX,0,35,0.54148257,0,1
TERRA SANTA AROMAS,Terra Santa Mineração,4,35,0.540903,0,1
primart,PrimaApp,25,35,0.54050934,0,1
FESAN INTELIGÊNCIA IMOBILIÁRIA,RIGHT SPOT Inteligência Imobiliária,36,35,0.5401255,0,1
ENGENHAR CONSULTORIA,EXER ENGENHARIA,42,37,0.53993744,0,1
carmais,LAR MAIS,37,35,0.539512,0,1
NUTRI FIBER,NUTRILIFE,31,44,0.5391668,0,1
Distribuidora Classic,NP Distribuidora,35,35,0.539043,0,1
G.O. CLINIC HOSPITAL DIA EM GINECOLOGIA,F6Clinic,44,41,0.53867257,0,1
MIDOL,Midora,0,42,0.53816664,0,1
EMPÓRIO DO PÃO,EMPÓRIO RV,35,43,0.53799385,0,1
"""KARNE KEIJO""",KARUI,-1,29,0.53689784,0,1
CENTRO DE FORMAÇÃO DE CONDUTORES VANGUARDA,AUTO ESCOLA VENTURA - CENTRO DE FORMAÇÃO DE CONDUTORES,41,41,0.53620523,0,1
RS SERRALHERIA ESQUADRIA DE ALUMÍNIO E VIDROS,SERRALHERIA DEUS É FIEL,37,37,0.53604126,0,1
"""KARNE KEIJO""",KARUI,-1,29,0.5352516,0,1
DEEP COLLECTION,LUNÉ Collection,25,35,0.53499776,0,1
TROPIGÁS,TROPIX,0,25,0.5349785,0,1
LUAU DO SANFONEIRO,PINGO SANFONEIRO,41,41,0.53483176,0,1
EMPÓRIO MAIA,MAYAD,25,42,0.53413075,0,1
energia natural,ENERGIA PURA,32,35,0.53333956,0,1
SORVETES DO VALE,SR.GELADO SORVETES,35,35,0.5330812,0,1
HOW BE TECH,Powertech,37,37,0.53305113,0,1
R.SOLAR,SOLAR.AG,42,35,0.5330213,0,1
COLONIAL,Colônia Muraro,0,41,0.5325528,0,1
MANÁ TEMAKERIA & SUSHI BAR DELIVERY E EVENTOS,MANAJAM,30,35,0.53239655,0,1
DANIEL TRANSPORTES,Daniel Morato,0,41,0.53035337,0,1
EMPÓRIO DO BOI CASA DE CARNES,EMPÓRIO DO MAR,35,35,0.52936584,0,1
INSTITUTO DE MÚSICA CLARITASPULCHRI,INSTITUTO KRONA,41,41,0.52925533,0,1
GABRIELE,GABRIEL BOY,0,41,0.52839404,0,1
AGUARDENTE DE CANA PRATINHA,Aguardente de Cana Melindrosa,33,33,0.527759,0,1
ECO VIDA,ECOVINKA,35,35,0.5276871,0,1
Pharmare,PHARMA SHARE,35,41,0.5275974,0,1
Pharmare,PHARMA SHARE,35,41,0.52759737,0,1
CIRCUITO DISTRIBUIDORA,CIRCUITO Speciale,35,35,0.5272683,0,1
Blindador,BLINDADOS BH,35,39,0.5265918,0,1
FORTALEZA MAR HOTEL,PORTA DO MAR,43,39,0.52567667,0,1
MARIANA QUEIROZ ACESSORIOS,MARIANA JUNQUEIRA,35,35,0.52517927,0,1
CloserX,Closerfy,41,42,0.52441776,0,1
F.A.Z. Financeiro de A a Z,FAZZA,35,35,0.52347916,0,1
MODA.COM,Modanna,25,35,0.52264345,0,1
AGÊNCIA ORGANIZADA,Agência 100k,42,35,0.5225707,0,1
EMPÓRIO COCADAS OLIMPIO,Emporio WEB,35,21,0.52229273,0,1
Trampo Feito,TRAMPOLIM,42,43,0.52197045,0,1
AMIGOS EM AÇÃO,ALÔ AMIGOS!,0,38,0.5190777,0,1
SYM,SIMMON.AI,36,42,0.51798373,0,1
VAMO,VamoLar,36,35,0.51794165,0,1
DIVINO BOLO,DIVINI,40,35,0.51758975,0,1
INSTITUTO REVER SETE QUEDAS,INSTITUTO ALUME,41,41,0.5167777,0,1
ASA IMÓVEIS,Asali,36,35,0.5158013,0,1
ECOMMERCE JUQUINHA,Vital e commerce,35,35,0.5144685,0,1
EMPÓRIO CAPAS VCA,Empório Casamac,35,35,0.511747,0,1
SUPER Lagoa,SUPERLAMP,29,35,0.5114927,0,1
INSTITUTO REVER SETE QUEDAS,Instituto Aura,41,41,0.51125264,0,1
CASA DO RESTAURANTE,Casa Bardô,35,3,0.51075274,0,1
GW LOG TRANSPORTES,W.A.G TRANSPORTES,39,39,0.5093715,0,1
Aprende Aplica,APRENDIZ,35,33,0.50922674,0,1
UNIMAQ,UNIMARC,35,35,0.5080722,0,1
FOR YOU EVENTOS,Pure for You,41,35,0.507954,0,1
PERFAL,PERFORM,35,45,0.50740457,0,1
MOBY URBANO,MOBYAN,9,42,0.50739855,0,1
VELOZ,VELORA,35,5,0.5071348,0,1
HOME TOP MÓVEIS E COLCHÕES,HOMETAU,35,35,0.50703776,0,1
CONTÁBIL TURMALINA,HEINIG CONTÁBIL,35,35,0.50677323,0,1
IÁ! COMUNICAÇÃO,IA+,38,42,0.50655186,0,1
BG BOUTIQUE GODIVA,BOUTIQUE DAYIL,35,35,0.5051672,0,1
Manacá Tecnologias Sociais,Manai,42,43,0.5045122,0,1
BRASILGAS,BRASIL BET,0,35,0.5038803,0,1
BRASILGÁS,BRASIL BET,0,35,0.5038803,0,1
STUDIO R BY RENATA SANTIAGO,STUDIOCAR,44,35,0.50361365,0,1
DM AMBIENTAL,RF AMBIENTAL,40,35,0.50340146,0,1
TERRAL MARESIAS,Terra Gaia,-1,25,0.50290966,0,1
CRISTÃ CONNECT,CRYSTAL MOON,41,41,0.5025643,0,1
BRASILGAS,BRASILUZ,0,37,0.50163406,0,1
api.saúde,Ápice,42,35,0.5009071,0,1
ATALAIA NORONHA,ENJOY NORONHA,39,39,0.500286,0,1
VIA BRASIL,VIAJEI BRASIL,35,35,0.49956104,0,1
SUPER LION,SUPERLAMP,32,35,0.499187,0,1
RESTAURANTE MENINA GERAIS,RESTAURANTE TATA,43,43,0.49902308,0,1
CASA D INTERIORES,CASA LÔ,35,25,0.49852213,0,1
SER SAÚDE,Sr. Saúde,35,44,0.4976086,0,1
PARADA DA SERRA,Parada do Coco,35,43,0.4975937,0,1
Zelda,SANTA KILDA,29,35,0.49686083,0,1
ELÉTRICA GONÇALVES,ilumelétrica,37,35,0.49632365,0,1
CACHOEIRA,CABANA MIRADOR DA CACHOEIRA,30,43,0.49588484,0,1
CAMPOS EXTINTORES,CAMPO,35,43,0.495222,0,1
BOND BOCA,Bondcom,35,1,0.49448,0,1
ECO SOLUÇÕES EM ENERGIA,ILB SOLUÇÕES,42,37,0.49433023,0,1
IDEAL POP,IDEAL 3D,11,6,0.49401525,0,1
CONTABILIDADE MASTER,SATTVA CONTABILIDADE,35,35,0.49366775,0,1
Zelda,ZETU,29,35,0.4935489,0,1
S HORSE,Horse Now,3,35,0.49327075,0,1
COLÉGIO M MASA,COLÉGIO COP KIDS,41,41,0.4920084,0,1
RAIOS,Raiô,35,36,0.4914216,0,1
HEALTHMAP,Health Makers,42,41,0.49125537,0,1
FUNERÁRIA GONZAGA,FUNERÁRIA OMEGA,45,45,0.49052435,0,1
SAÚDE CERTA MATERIAL HOSPITALAR,Alerta Saúde,35,44,0.49042124,0,1
SERTANEJA,SERTANEJA ARRETADA,35,33,0.49023184,0,1
CENTRO EDUCACIONAL MÚLTIPLA ESCOLHA,UP GRUPO EDUCACIONAL,41,41,0.4882935,0,1
ACADEMIA DO VAREJO,ACADEMIA GO IT,35,25,0.48679617,0,1
TRU LOGÍSTICA,Trevo,43,35,0.48658293,0,1
AGÊNCIA ORGANIZADA,Agência Oak,42,35,0.4865003,0,1
Virtua Vet Coworking Veterinário,Vireê,35,40,0.4858098,0,1
RESERVA LW INDÚSTRIA DE BEBIDAS SAUDÁVEIS,RESERVA Sprint.,35,35,0.48576388,0,1
DM AMBIENTAL,a ambiental,40,42,0.48546758,0,1
CARBOTAR,CARBO START,-1,8,0.4847266,0,1
BELA MARI,BEL,41,35,0.4838894,0,1
RANCHO NOVO,RANCHO 2K,35,45,0.48295167,0,1
BEACH GOLDEN,BEACHING,35,35,0.4827069,0,1
ARMAZÉM DAS GERAES SECOS E MOLHADOS,ARMAZÉM DAS ESPUMAS,43,40,0.48179832,0,1
SANTA PRAIA,santaprint,43,40,0.48146692,0,1
BRASILGAS,BRASIL X,0,36,0.4813782,0,1
BRASILGÁS,BRASIL X,0,36,0.4813782,0,1
FRANQUIA FANTASIA,FANTASYDRAFT,28,41,0.47904715,0,1
IDEAL FARMA,idealcert,35,42,0.4789897,0,1
INSTITUTO REVER SETE QUEDAS,INSTITUTO ALLWERT,41,41,0.47890395,0,1
SOLUÇÕES FUNDAÇÃO,SOLUÇÕES ADM,37,35,0.4784323,0,1
D&F MODA FITNESS,GRA.BELLE MODA FITNESS,35,25,0.4779303,0,1
GREEN AGRO BIO,GREEN AGE,35,35,0.47562125,0,1
GRANJA VILELA GV,GRANJA AVIN,29,29,0.47450432,0,1
ACAIACA MALL,Açaiê,0,35,0.47389898,0,1
INSTANTE URBANO,INSTANTÂNEA,35,41,0.4728143,0,1
GB GIBATTAGLIA,GB,36,35,0.4719534,0,1
TELEVISÃO DIÁRIO,DIÁRIO 360,41,35,0.47179556,0,1
FRISMAX,PRISMA,11,35,0.4714906,0,1
ARQUITETURA INTEGRATIVA,INTEGRARTE,41,41,0.4709779,0,1
BOUTIQUE SAÚDE,Bo Bardi Boutique,35,25,0.47076264,0,1
E A ESTUDIO ARTE,estúdiopena,38,42,0.47045532,0,1
RAPHAELA SHAKE MIX,Rapha,43,35,0.47006717,0,1
SALÃO DE BELEZA INFANTIL CANTINHO DA CRIANÇA,CANTINHO DA MODA AS,44,35,0.4687626,0,1
UNIVERSO KINDER,UN Universo Tennis,16,35,0.46816048,0,1
RESTAURANTE MENINA GERAIS,RESTAURANTE CHINA 25,43,43,0.468146,0,1
IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS MINISTÉRIO DO TEMPLO CENTRAL,Assembleia de Deus Ministério Vila Nova,41,45,0.46757445,0,1
ESQUADRIPLUS,esquadr.IA,35,42,0.4674142,0,1
NUTRI FIBER,NUTRIVE,31,35,0.46698752,0,1
AQUA PISCINAS,AQUAX,19,35,0.46601245,0,1
DX Vendas Oficial,DBS Vendas,41,35,0.46583793,0,1
FEIRA DO AGRONEGÓCIO E EMPREENDEDORISMO DE ALFREDO CHAVES,FC AGRONEGOCIOS,41,44,0.46563601,0,1
TUDO DELLA,TUDO DE PET,3,35,0.46506798,0,1
E - SAFE,SAFEUP,35,35,0.46402332,0,1
RANCHO DO ACARAJÉ,RANCHO BENNU,43,41,0.46305662,0,1
Marketing Erótico,MeuMarketing,41,9,0.46079534,0,1
COLÉGIO CONEXÃO,CONEXÃO WK,41,35,0.46063322,0,1
DELÍCIAS DA XÚ LANCHONETE,DELICIAS DO MILHO,43,40,0.46027794,0,1
COLÉGIO M MASA,COLÉGIO CONNEXT,41,41,0.45951307,0,1
ELÉTRICA TECH MATERIAIS ELÉTRICOS E AUTOMAÇÃO INDUSTRIAL,ELÉTRICA LIMA,35,37,0.45930123,0,1
MINAS IMPORTS,MINASLIGAS,35,35,0.45883164,0,1
MASTER SHOES,MASTER WIN,35,35,0.4587308,0,1
idealize,ideale,35,20,0.45730564,0,1
GYM NUTRIX,Glo ? NuTrix,35,5,0.45669916,0,1
MERCA CONTABILIDADE & CONSULTORIA,Mercasa,35,35,0.45640504,0,1
S.O.L FESTIVAL,SOLD,41,35,0.45574403,0,1
EMPÓRIO DO PÃO,EMPÓRIO ZOE,35,35,0.45565996,0,1
SUSTENTARTE,SUSTENTAPET,35,40,0.45533592,0,1
SUSTENTARTE,SUSTENTAPET,35,40,0.45533592,0,1
SORVETES DO VALE,DONNA SORVETES,35,29,0.45522276,0,1
SORVETES DO VALE,DONNA SORVETES,35,29,0.45522276,0,1
RI ARQUITETURA,Arquitetura Jurídica,42,45,0.45511204,0,1
CHECKUP,Checkmob,38,9,0.45443174,0,1
Virtua Vet Coworking Veterinário,Virtual Saúde,44,35,0.45430267,0,1
PROMAC,PROMM,35,10,0.45403367,0,1
MARCENARIA J. MEDEIROS,MARCENARIA 4.0,20,35,0.453783,0,1
DELÍCIAS DA XÚ LANCHONETE,Delício,43,42,0.45250782,0,1
LAG ATACADÃO,ATACADÃO DO VALE,35,35,0.4517935,0,1
VILLAR ELÉTROS,Villas UBA,35,43,0.45103464,0,1
CASA DO RESTAURANTE,CASCADO,35,43,0.4500977,0,1
BRASILGAS,BRASIX,0,9,0.44839582,0,1
NACIONAL GÁS BUTANO,TIRO NACIONAL,0,41,0.44774404,0,1
FUNERÁRIA SANDES,Funerária Wolff,35,45,0.44660422,0,1
Master Multi,MasterHit,35,41,0.44622734,0,1
E-CLEAN,CLEAN CAPAS,11,35,0.44564998,0,1
A MAR A VIDA,AMARAE,41,35,0.44443828,0,1
MASTER SHOES,MASTER SPICES,35,30,0.4440082,0,1
CONSTRUTORA COLMEIA,Colmeia Vídeos,0,41,0.44359362,0,1
GARAGEM 59,GARAGE BEACH,35,41,0.44189575,0,1
BG BOUTIQUE GODIVA,B Nice Boutique,35,25,0.44073144,0,1
EMPÓRIO DO PÃO,Emporio WEB,35,21,0.44049278,0,1
EMPÓRIO DO BOLO,EMPÓRIO DUGÁ,30,35,0.438492,0,1
SOUZA,SOUZ,4,35,0.43826666,0,1
CHECKUP,CHECKIN,41,45,0.43792355,0,1
VOLTS ENERGIA TOTAL,WOLTEK,35,7,0.4375749,0,1
neo núcleo de emergências odontológicas,NEOON,44,35,0.4354254,0,1
VIDRAÇARIA E ESQUADRIA IMPERIAL,VIDRAÇARIA MK,35,37,0.43521187,0,1
BRASILGAS,BRASIL BET,0,38,0.4351346,0,1
BRASILGÁS,BRASIL BET,0,38,0.4351346,0,1
BRASILGÁS,BRASIL BET,0,38,0.4351346,0,1
RAÇA FORTE,FORTEC,35,12,0.43470037,0,1
BOUTIQUE PET LUCKY JR,Boutique de Luz,35,40,0.4345628,0,1
PURE NUTRE,PURE,43,42,0.43399605,0,1
Lucky Jr Pet,LUCKY CUP,35,7,0.43375877,0,1
DEEP COLLECTION,WE COLLECTION,35,25,0.43122727,0,1
SUPERMERCASA,Supermercados Kern,35,39,0.43006912,0,1
SORVETES DO VALE,SKIPEROLA SORVETES,35,43,0.42952272,0,1
MARÉ SOCIAL,MARÉ,41,41,0.42945114,0,1
COMUNICADO,Comuny,16,41,0.42924672,0,1
CLAY.,Clayver,3,35,0.42906585,0,1
PIZZARIA LEOO'S,MENSATO´S PIZZARIA,43,43,0.4289357,0,1
GABRIELE,Gabriel,0,42,0.4281149,0,1
F.A.Z. Financeiro de A a Z,Pazen,35,45,0.4274335,0,1
D&F MODA FITNESS,K.FIT - MODA FITNESS,35,25,0.42716733,0,1
PINHEIRO MÓVEIS,MIL PINHEIRO,20,35,0.42491418,0,1
R.IMUNO CRIO,Imunofem,5,35,0.42454192,0,1
ESSENCIAL MOTOS ATACADO E VAREJO,ESSÊNCIA GA.IAH,12,42,0.42274275,0,1
MUNDO DA TABACARIA,ALEMÃO TABACARIA,35,35,0.42228445,0,1
SMART SCOOTERS,SMARTCOMP,35,35,0.42177913,0,1
SÓ PISO CACULÉ,SOFISTIC,35,20,0.4217718,0,1
PBENERGIASOLAR,BRUSOLIS ENERGIA SOLAR,37,37,0.42048785,0,1
ALUMÍNIO ALIANÇA,UNIALUMÍNIO,35,35,0.42022803,0,1
INVENTAR,INVENCI,35,18,0.41944778,0,1
BOUTIQUE DO FERRO,BOUTIQUE DO SONO,40,20,0.4191333,0,1
LATICÍNIOS ED LEITE,LATICINIOS VALE DO RIO,29,29,0.41871646,0,1
CACHOEIRA,Cachoeira da Chinela,30,43,0.41854435,0,1
FEIRA DO EMPREENDEDOR DE SOORETAMA,SKIN EMPREENDEDORA,41,41,0.4184797,0,1
G.O. CLINIC HOSPITAL DIA EM GINECOLOGIA,CLÍNICA TAZ,44,44,0.4176223,0,1
VELOZ,VELOSTER,35,37,0.416449,0,1
FUNERÁRIA SANDES,FUNERÁRIA PAZ FAMILIAR,36,35,0.41493204,0,1
UNIVERSO DO PÃO PADARIA E CONFEITARIA,UNIVERSO DA BELEZA,43,35,0.41487983,0,1
CASA D INTERIORES,CASA D'ELLA,35,3,0.4140405,0,1
VIDRAÇARIA MUNDO DOS VIDROS,VIDRAÇARIA RISPOLI,19,35,0.41277888,0,1
LAFUENTE TURISMO,LA PINTÊ,0,35,0.41180775,0,1
ESCOLA MÓVEL,Mover,41,35,0.41168848,0,1
Virtua Office,ESPELHO VIRTUAL,35,42,0.41166323,0,1
SORVETES ICE TRUCK,Sorvetes Sergel,30,35,0.41153508,0,1
MERCA CONTABILIDADE & CONSULTORIA,Mercanfily,35,35,0.41103062,0,1
CASA CONCRETA,CONCRETESTE,38,42,0.41049725,0,1
pH Piscina,FH,40,17,0.41007212,0,1
TECNO PLANT,TECNOLITA,35,19,0.41002536,0,1
LULLY'S ALIMENTOS ARTESANAIS,LULLA,30,35,0.40922508,0,1
Virtua Vet Coworking Veterinário,VIRTUOSO,44,43,0.40911928,0,1
AVESTA,AVEN,35,35,0.40715295,0,1
GRUPO MS MAIS QUE SAÚDE,GRUPO HOMERO,35,35,0.40652716,0,1
COLISÃO DISTRIBUIDORA EMBALAGENS EM GERAL,Fene Distribuidora,35,3,0.40598622,0,1
MÔNICA CURY,MÔNICA CELL,25,35,0.40543562,0,1
FARMÁCIA ANDRADE,FARMÁCIA ARACAJU,35,35,0.404089,0,1
INSTITUTO REVER SETE QUEDAS,INSTITUTO JCO,41,42,0.40402904,0,1
BOI E BRASA,BRASAL,39,43,0.4030027,0,1
ANDER SABORES,and wander,29,35,0.40241578,0,1
energia natural,GAIA natural,32,35,0.40204656,0,1
MesoAcademy,MEF ACADEMY,41,42,0.40184444,0,1
WORLD GEOMETRIC,WORLDFY,14,35,0.40094775,0,1
CASA FÁTIMA AVIAMENTOS E TECIDOS,PATIS,35,35,0.40041903,0,1
Next Personal,Nest,42,37,0.39914516,0,1
ELÉTRICA TECH MATERIAIS ELÉTRICOS E AUTOMAÇÃO INDUSTRIAL,eletrycos,35,35,0.39763784,0,1
D&F MODA FITNESS,STELICIO MODA FITNESS,35,35,0.39712867,0,1
AUTO PEÇAS MATOS,CAEL AUTOPEÇAS,35,35,0.39691365,0,1
RÉNOVÉ,MeRenove,35,35,0.39557943,0,1
G.O. CLINIC HOSPITAL DIA EM GINECOLOGIA,CLÍNICA RS,44,44,0.39507037,0,1
INTERNI,INTERSOM,35,35,0.39482275,0,1
ROSA VIEIRA,A VIEIRA,35,41,0.3917673,0,1
A AMARE HOME,Ama,35,44,0.3902827,0,1
INSTITUTO REVER SETE QUEDAS,INSTITUTO PRISMA,41,41,0.39024493,0,1
ALTO BRASIL,OBJETO BRASIL,35,35,0.38965008,0,1
GULA LANCHES,Gulp,43,35,0.38925216,0,1
AUTO PEÇAS MATOS,Cubatão Autopeças,35,35,0.3892258,0,1
CONTÁBIL TURMALINA,CONTAON,35,35,0.38914508,0,1
IHOME,IMMI HOME,42,35,0.38899276,0,1
Persona Joias PJ Joias afetivas,Persona,14,28,0.3879903,0,1
PROD MONITOR,FRON,9,41,0.3872826,0,1
S HORSE,Horse Now,44,35,0.38680595,0,1
AVESTA,AVI,35,35,0.3861893,0,1
IVA INSTITUTO DE ESTUDOS E PESQUISAS DO VALE DO ACARAÚ,Instituto Ékatus,41,41,0.3859413,0,1
FAROL ACADÊMICO,Parditude,41,41,0.3852801,0,1
MASSA VINIL,MASSIÊ,2,35,0.38493386,0,1
OKA PLANEJADOS,OKAP,42,9,0.3844794,0,1
BRASIL SEGURANÇA ELETRÔNICA,mobbrasil,45,42,0.38388526,0,1
IMP INSTITUTO DE MICRO HABILIDADES EM PROJETOS Transformando Visão em Ação junto com você.,IMBIMP,41,42,0.38285908,0,1
FAROL ENERGIA DO BRASIL,Farol Red,35,25,0.3818004,0,1
GARANTIA DOS VALES SOCIEDADE DE GARANTIA DE CRÉDITO,JGS GARANTIA,36,36,0.3817723,0,1
easybee,EASYBRAS,35,9,0.3817061,0,1
EM FLOR CASA DEI FIORI,FLORA,35,23,0.38082254,0,1
A MAR A VIDA,MAIS VIDA,25,35,0.3800748,0,1
CASTELLA,castellane,20,35,0.37983122,0,1
Neuro+ Saúde,NEURON5,44,41,0.37975067,0,1
Burguer do Nô,GREGO BURGUER,43,43,0.37951866,0,1
MV TOLDOS,TOLDOS MARTINS,22,35,0.3783356,0,1
INSTITUTO REVER SETE QUEDAS,instituto update,41,41,0.3781065,0,1
FA FASHION ATACADISTA O VAREJO NOPRECINHO DE ATACADO,FAHLENA ECO FASHION,35,35,0.37774733,0,1
DOC SERVICES,DOCES +,35,30,0.37675676,0,1
POLPA DE FRUTAS CONGELADAS DONA TEREZINHA,LupaFrui frutas congeladas,29,29,0.3765168,0,1
SORVETES DHIJU,SORVETES ANDELI,40,30,0.37528402,0,1
YAP,ïapó,35,31,0.37488323,0,1
EISOLAR SISTEMA FOTOVOLTÁICO,Brisolar,42,21,0.37454024,0,1
LUMINUM,Lumi,35,35,0.37363487,0,1
MERCADO DAS COISAS,mercado compara,35,35,0.37242973,0,1
ATENDE BIKE,ATENDMED,35,44,0.37222755,0,1
